# Title: Template of General Matrix class
# Covariance Matrix (row col value)
0	0	0.000000e+00
0	1	0.000000e+00
0	2	0.000000e+00
0	3	0.000000e+00
0	4	0.000000e+00
0	5	0.000000e+00
0	6	0.000000e+00
0	7	0.000000e+00
0	8	0.000000e+00
0	9	0.000000e+00
1	0	0.000000e+00
1	1	1.000000e+00
1	2	3.804295e-01
1	3	3.478138e-01
1	4	3.250696e-01
1	5	2.362397e-01
1	6	6.154267e-02
1	7	-1.721993e-02
1	8	0.000000e+00
1	9	0.000000e+00
2	0	0.000000e+00
2	1	3.804295e-01
2	2	1.000000e+00
2	3	9.387374e-01
2	4	8.611009e-01
2	5	6.590929e-01
2	6	5.116726e-01
2	7	4.379720e-01
2	8	0.000000e+00
2	9	0.000000e+00
3	0	0.000000e+00
3	1	3.478138e-01
3	2	9.387374e-01
3	3	1.000000e+00
3	4	8.939110e-01
3	5	6.586680e-01
3	6	4.774081e-01
3	7	3.739296e-01
3	8	0.000000e+00
3	9	0.000000e+00
4	0	0.000000e+00
4	1	3.250696e-01
4	2	8.611009e-01
4	3	8.939110e-01
4	4	1.000000e+00
4	5	8.857493e-01
4	6	7.459465e-01
4	7	6.193269e-01
4	8	0.000000e+00
4	9	0.000000e+00
5	0	0.000000e+00
5	1	2.362397e-01
5	2	6.590929e-01
5	3	6.586680e-01
5	4	8.857493e-01
5	5	1.000000e+00
5	6	9.425886e-01
5	7	8.352373e-01
5	8	0.000000e+00
5	9	0.000000e+00
6	0	0.000000e+00
6	1	6.154267e-02
6	2	5.116726e-01
6	3	4.774081e-01
6	4	7.459465e-01
6	5	9.425886e-01
6	6	1.000000e+00
6	7	9.439436e-01
6	8	0.000000e+00
6	9	0.000000e+00
7	0	0.000000e+00
7	1	-1.721993e-02
7	2	4.379720e-01
7	3	3.739296e-01
7	4	6.193269e-01
7	5	8.352373e-01
7	6	9.439436e-01
7	7	1.000000e+00
7	8	0.000000e+00
7	9	0.000000e+00
8	0	0.000000e+00
8	1	0.000000e+00
8	2	0.000000e+00
8	3	0.000000e+00
8	4	0.000000e+00
8	5	0.000000e+00
8	6	0.000000e+00
8	7	0.000000e+00
8	8	0.000000e+00
8	9	0.000000e+00
9	0	0.000000e+00
9	1	0.000000e+00
9	2	0.000000e+00
9	3	0.000000e+00
9	4	0.000000e+00
9	5	0.000000e+00
9	6	0.000000e+00
9	7	0.000000e+00
9	8	0.000000e+00
9	9	0.000000e+00
