# Title: Template of General Matrix class
# Covariance Matrix (row col value)
0	0	0.000000e+00
0	1	0.000000e+00
0	2	0.000000e+00
0	3	0.000000e+00
0	4	0.000000e+00
0	5	0.000000e+00
0	6	0.000000e+00
0	7	0.000000e+00
0	8	0.000000e+00
0	9	0.000000e+00
1	0	0.000000e+00
1	1	1.000000e+00
1	2	9.618474e-01
1	3	9.476971e-01
1	4	9.110628e-01
1	5	7.936485e-01
1	6	6.455154e-01
1	7	7.171779e-01
1	8	8.287313e-01
1	9	0.000000e+00
2	0	0.000000e+00
2	1	9.618474e-01
2	2	1.000000e+00
2	3	9.824962e-01
2	4	9.610718e-01
2	5	8.699930e-01
2	6	7.362945e-01
2	7	7.965419e-01
2	8	8.600057e-01
2	9	0.000000e+00
3	0	0.000000e+00
3	1	9.476971e-01
3	2	9.824962e-01
3	3	1.000000e+00
3	4	9.797239e-01
3	5	9.073961e-01
3	6	7.879255e-01
3	7	8.365282e-01
3	8	8.702564e-01
3	9	0.000000e+00
4	0	0.000000e+00
4	1	9.110628e-01
4	2	9.610718e-01
4	3	9.797239e-01
4	4	1.000000e+00
4	5	9.542061e-01
4	6	8.588386e-01
4	7	8.805651e-01
4	8	8.696443e-01
4	9	0.000000e+00
5	0	0.000000e+00
5	1	7.936485e-01
5	2	8.699930e-01
5	3	9.073961e-01
5	4	9.542061e-01
5	5	1.000000e+00
5	6	9.573509e-01
5	7	9.328588e-01
5	8	8.248068e-01
5	9	0.000000e+00
6	0	0.000000e+00
6	1	6.455154e-01
6	2	7.362945e-01
6	3	7.879255e-01
6	4	8.588386e-01
6	5	9.573509e-01
6	6	1.000000e+00
6	7	9.218526e-01
6	8	7.432849e-01
6	9	0.000000e+00
7	0	0.000000e+00
7	1	7.171779e-01
7	2	7.965419e-01
7	3	8.365282e-01
7	4	8.805651e-01
7	5	9.328588e-01
7	6	9.218526e-01
7	7	1.000000e+00
7	8	7.973373e-01
7	9	0.000000e+00
8	0	0.000000e+00
8	1	8.287313e-01
8	2	8.600057e-01
8	3	8.702564e-01
8	4	8.696443e-01
8	5	8.248068e-01
8	6	7.432849e-01
8	7	7.973373e-01
8	8	1.000000e+00
8	9	0.000000e+00
9	0	0.000000e+00
9	1	0.000000e+00
9	2	0.000000e+00
9	3	0.000000e+00
9	4	0.000000e+00
9	5	0.000000e+00
9	6	0.000000e+00
9	7	0.000000e+00
9	8	0.000000e+00
9	9	0.000000e+00
