# Title: Template of General Matrix class
# Covariance Matrix (row col value)
0	0	0.000000e+00
0	1	0.000000e+00
0	2	0.000000e+00
0	3	0.000000e+00
0	4	0.000000e+00
0	5	0.000000e+00
0	6	0.000000e+00
0	7	0.000000e+00
0	8	0.000000e+00
0	9	0.000000e+00
1	0	0.000000e+00
1	1	1.000000e+00
1	2	7.855041e-01
1	3	6.620107e-01
1	4	5.670051e-01
1	5	5.678168e-01
1	6	6.707294e-01
1	7	7.843727e-01
1	8	7.389398e-01
1	9	0.000000e+00
2	0	0.000000e+00
2	1	7.855041e-01
2	2	1.000000e+00
2	3	9.165224e-01
2	4	8.173759e-01
2	5	8.163790e-01
2	6	9.280090e-01
2	7	9.512371e-01
2	8	8.042659e-01
2	9	0.000000e+00
3	0	0.000000e+00
3	1	6.620107e-01
3	2	9.165224e-01
3	3	1.000000e+00
3	4	9.217403e-01
3	5	9.229535e-01
3	6	9.778223e-01
3	7	9.053083e-01
3	8	7.010982e-01
3	9	0.000000e+00
4	0	0.000000e+00
4	1	5.670051e-01
4	2	8.173759e-01
4	3	9.217403e-01
4	4	1.000000e+00
4	5	9.925904e-01
4	6	9.260202e-01
4	7	7.840148e-01
4	8	6.425538e-01
4	9	0.000000e+00
5	0	0.000000e+00
5	1	5.678168e-01
5	2	8.163790e-01
5	3	9.229535e-01
5	4	9.925904e-01
5	5	1.000000e+00
5	6	9.277393e-01
5	7	7.799328e-01
5	8	6.417908e-01
5	9	0.000000e+00
6	0	0.000000e+00
6	1	6.707294e-01
6	2	9.280090e-01
6	3	9.778223e-01
6	4	9.260202e-01
6	5	9.277393e-01
6	6	1.000000e+00
6	7	9.076327e-01
6	8	7.311398e-01
6	9	0.000000e+00
7	0	0.000000e+00
7	1	7.843727e-01
7	2	9.512371e-01
7	3	9.053083e-01
7	4	7.840148e-01
7	5	7.799328e-01
7	6	9.076327e-01
7	7	1.000000e+00
7	8	7.909634e-01
7	9	0.000000e+00
8	0	0.000000e+00
8	1	7.389398e-01
8	2	8.042659e-01
8	3	7.010982e-01
8	4	6.425538e-01
8	5	6.417908e-01
8	6	7.311398e-01
8	7	7.909634e-01
8	8	1.000000e+00
8	9	0.000000e+00
9	0	0.000000e+00
9	1	0.000000e+00
9	2	0.000000e+00
9	3	0.000000e+00
9	4	0.000000e+00
9	5	0.000000e+00
9	6	0.000000e+00
9	7	0.000000e+00
9	8	0.000000e+00
9	9	0.000000e+00
