 -300.0000     0.8921790E-08 -1.500000     0.1149060E-08
 -260.0000     0.2373600E-07 -1.300000     0.1014900E-08
 -220.0000     0.5922410E-07 -1.100000     0.1394540E-08
 -180.0000     0.1172220E-06 -.9000000     0.1896150E-08
 -140.0000     0.1862710E-06 -.7000000     0.2687160E-08
 -100.0000     0.2304670E-06 -.5000000     0.3881750E-08
 -60.00000     0.2926770E-06 -.3000000     0.7036980E-08
 -20.00000     0.3316590E-06 -.1000000     0.2385260E-07
  20.00000     0.3316590E-06 0.1000000     0.2907970E-07
  60.00000     0.2926770E-06 0.3000000     0.7151260E-08
  100.0000     0.2304670E-06 0.5000000     0.3499620E-08
  140.0000     0.1862710E-06 0.7000000     0.2254150E-08
  180.0000     0.1172220E-06 0.9000000     0.1471410E-08
  220.0000     0.5922410E-07  1.100000     0.9806080E-09
  260.0000     0.2373600E-07  1.300000     0.6365310E-09
  300.0000     0.8921790E-08  1.500000     0.3798550E-09
