 -300.0000     0.1318220E-08 -1.500000     0.1403700E-09
 -260.0000     0.4154170E-08 -1.300000     0.2195700E-09
 -220.0000     0.1139850E-07 -1.100000     0.4013640E-09
 -180.0000     0.2616330E-07 -.9000000     0.7192830E-09
 -140.0000     0.4860480E-07 -.7000000     0.1133070E-08
 -100.0000     0.5890470E-07 -.5000000     0.1353010E-08
 -60.00000     0.4559820E-07 -.3000000     0.1424720E-08
 -20.00000     0.1819160E-07 -.1000000     0.1794390E-08
  20.00000     0.1819160E-07 0.1000000     0.1998070E-08
  60.00000     0.4559820E-07 0.3000000     0.1483260E-08
  100.0000     0.5890470E-07 0.5000000     0.1236230E-08
  140.0000     0.4860480E-07 0.7000000     0.1009370E-08
  180.0000     0.2616330E-07 0.9000000     0.6375940E-09
  220.0000     0.1139850E-07  1.100000     0.3711250E-09
  260.0000     0.4154170E-08  1.300000     0.1886230E-09
  300.0000     0.1318220E-08  1.500000     0.8786580E-10
