 -300.0000     0.1259770E-08 -1.500000     0.1040720E-09
 -260.0000     0.4161150E-08 -1.300000     0.1659210E-09
 -220.0000     0.1126610E-07 -1.100000     0.2520240E-09
 -180.0000     0.2606580E-07 -.9000000     0.4011370E-09
 -140.0000     0.4745220E-07 -.7000000     0.6461750E-09
 -100.0000     0.5802130E-07 -.5000000     0.1033460E-08
 -60.00000     0.5049600E-07 -.3000000     0.1442540E-08
 -20.00000     0.2667230E-07 -.1000000     0.2349440E-08
  20.00000     0.2667230E-07 0.1000000     0.2861120E-08
  60.00000     0.5049600E-07 0.3000000     0.1554870E-08
  100.0000     0.5802130E-07 0.5000000     0.1074000E-08
  140.0000     0.4745220E-07 0.7000000     0.6967490E-09
  180.0000     0.2606580E-07 0.9000000     0.3929910E-09
  220.0000     0.1126610E-07  1.100000     0.2289360E-09
  260.0000     0.4161150E-08  1.300000     0.1459340E-09
  300.0000     0.1259770E-08  1.500000     0.8640320E-10
