 -300.0000     0.9669990E-08  1.500000     0.3190120E-09
 -260.0000     0.2451500E-07 -1.300000     0.8474070E-09
 -220.0000     0.6718380E-07 -1.100000     0.1285760E-08
 -180.0000     0.1412630E-06 -.9000000     0.1935180E-08
 -140.0000     0.2104520E-06 -.7000000     0.2594280E-08
 -100.0000     0.2523220E-06 -.5000000     0.3550050E-08
 -60.00000     0.2699570E-06 -.3000000     0.5565430E-08
 -20.00000     0.3338470E-06 -.1000000     0.1718460E-07
  20.00000     0.3338470E-06 0.1000000     0.1304700E-07
  60.00000     0.2699570E-06 0.3000000     0.3979380E-08
  100.0000     0.2523220E-06 0.5000000     0.2695370E-08
  140.0000     0.2104520E-06 0.7000000     0.2146610E-08
  180.0000     0.1412630E-06 0.9000000     0.1554190E-08
  220.0000     0.6718380E-07  1.100000     0.1002320E-08
  260.0000     0.2451500E-07  1.300000     0.5470260E-09
  300.0000     0.9669990E-08  1.500000     0.3190120E-09
