 -300.0000     0.6594040E-09 -1.500000     0.1000340E-09
 -260.0000     0.1581460E-08 -1.300000     0.9419500E-10
 -220.0000     0.3584500E-08 -1.100000     0.1181170E-09
 -180.0000     0.9231650E-08 -.9000000     0.1856740E-09
 -140.0000     0.2045640E-07 -.7000000     0.2989270E-09
 -100.0000     0.3750470E-07 -.5000000     0.5145030E-09
 -60.00000     0.5468680E-07 -.3000000     0.1009990E-08
 -20.00000     0.6149210E-07 -.1000000     0.2964990E-08
  20.00000     0.6149210E-07 0.1000000     0.2762780E-08
  60.00000     0.5468680E-07 0.3000000     0.1066310E-08
  100.0000     0.3750470E-07 0.5000000     0.5762700E-09
  140.0000     0.2045640E-07 0.7000000     0.3385930E-09
  180.0000     0.9231650E-08 0.9000000     0.1937840E-09
  220.0000     0.3584500E-08  1.100000     0.1016380E-09
  260.0000     0.1581460E-08  1.300000     0.6297520E-10
  300.0000     0.6594040E-09  1.500000     0.3952520E-10
