 -300.0000     0.7383190E-09 -1.500000     0.9708300E-10
 -260.0000     0.1290750E-08 -1.300000     0.1038170E-09
 -220.0000     0.3290550E-08 -1.100000     0.1511550E-09
 -180.0000     0.7727940E-08 -.9000000     0.2187390E-09
 -140.0000     0.1727380E-07 -.7000000     0.3577970E-09
 -100.0000     0.3006710E-07 -.5000000     0.5425090E-09
 -60.00000     0.4345890E-07 -.3000000     0.9515571E-09
 -20.00000     0.5102940E-07 -.1000000     0.2546610E-08
  20.00000     0.5102940E-07 0.1000000     0.2299340E-08
  60.00000     0.4345890E-07 0.3000000     0.9452540E-09
  100.0000     0.3006710E-07 0.5000000     0.5032800E-09
  140.0000     0.1727380E-07 0.7000000     0.3280390E-09
  180.0000     0.7727940E-08 0.9000000     0.1896490E-09
  220.0000     0.3290550E-08  1.100000     0.1005170E-09
  260.0000     0.1290750E-08  1.300000     0.5741940E-10
  300.0000     0.7383190E-09  1.500000     0.4105650E-10
