# Title: Template of General Matrix class
# Covariance Matrix (row col value)
0	0	0.000000e+00
0	1	0.000000e+00
0	2	0.000000e+00
0	3	0.000000e+00
0	4	0.000000e+00
0	5	0.000000e+00
0	6	0.000000e+00
0	7	0.000000e+00
0	8	0.000000e+00
1	0	0.000000e+00
1	1	1.000000e+00
1	2	9.396569e-01
1	3	9.172352e-01
1	4	8.274924e-01
1	5	7.285358e-01
1	6	5.906304e-01
1	7	5.364792e-01
1	8	0.000000e+00
2	0	0.000000e+00
2	1	9.396569e-01
2	2	1.000000e+00
2	3	9.670869e-01
2	4	8.719605e-01
2	5	7.651445e-01
2	6	6.342679e-01
2	7	5.921544e-01
2	8	0.000000e+00
3	0	0.000000e+00
3	1	9.172352e-01
3	2	9.670869e-01
3	3	1.000000e+00
3	4	9.179254e-01
3	5	8.248855e-01
3	6	7.326930e-01
3	7	6.879562e-01
3	8	0.000000e+00
4	0	0.000000e+00
4	1	8.274924e-01
4	2	8.719605e-01
4	3	9.179254e-01
4	4	1.000000e+00
4	5	9.483333e-01
4	6	8.232468e-01
4	7	7.030118e-01
4	8	0.000000e+00
5	0	0.000000e+00
5	1	7.285358e-01
5	2	7.651445e-01
5	3	8.248855e-01
5	4	9.483333e-01
5	5	1.000000e+00
5	6	8.867065e-01
5	7	7.151065e-01
5	8	0.000000e+00
6	0	0.000000e+00
6	1	5.906304e-01
6	2	6.342679e-01
6	3	7.326930e-01
6	4	8.232468e-01
6	5	8.867065e-01
6	6	1.000000e+00
6	7	8.777562e-01
6	8	0.000000e+00
7	0	0.000000e+00
7	1	5.364792e-01
7	2	5.921544e-01
7	3	6.879562e-01
7	4	7.030118e-01
7	5	7.151065e-01
7	6	8.777562e-01
7	7	1.000000e+00
7	8	0.000000e+00
8	0	0.000000e+00
8	1	0.000000e+00
8	2	0.000000e+00
8	3	0.000000e+00
8	4	0.000000e+00
8	5	0.000000e+00
8	6	0.000000e+00
8	7	0.000000e+00
8	8	0.000000e+00
