# Title: Template of General Matrix class
# Covariance Matrix (row col value)
0	0	0.000000e+00
0	1	0.000000e+00
0	2	0.000000e+00
0	3	0.000000e+00
0	4	0.000000e+00
0	5	0.000000e+00
0	6	0.000000e+00
1	0	0.000000e+00
1	1	1.651260e-84
1	2	9.527501e-85
1	3	1.692450e-84
1	4	2.589587e-84
1	5	3.069655e-84
1	6	0.000000e+00
2	0	0.000000e+00
2	1	9.527501e-85
2	2	2.307496e-84
2	3	2.015189e-84
2	4	2.826625e-84
2	5	3.109152e-84
2	6	0.000000e+00
3	0	0.000000e+00
3	1	1.692450e-84
3	2	2.015189e-84
3	3	5.722605e-84
3	4	5.178702e-84
3	5	6.645311e-84
3	6	0.000000e+00
4	0	0.000000e+00
4	1	2.589587e-84
4	2	2.826625e-84
4	3	5.178702e-84
4	4	1.451682e-83
4	5	1.199462e-83
4	6	0.000000e+00
5	0	0.000000e+00
5	1	3.069655e-84
5	2	3.109152e-84
5	3	6.645311e-84
5	4	1.199462e-83
5	5	3.085241e-83
5	6	0.000000e+00
6	0	0.000000e+00
6	1	0.000000e+00
6	2	0.000000e+00
6	3	0.000000e+00
6	4	0.000000e+00
6	5	0.000000e+00
6	6	0.000000e+00
